Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
50166,31,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,387096,64516,31.0,0.0,31,31,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,32258.064516129,32258.064516129,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,1,6,1,6,8190,64947,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,
55904,80,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,25000,80.0,0.0,80,80,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,12500.0,12500.0,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,1,0,1,0,332,229,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,
52810,36,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,55555,36.0,0.0,36,36,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,27777.7777777778,27777.7777777778,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,1,0,1,0,332,229,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,
60150,486,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,4115,486.0,0.0,486,486,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,2057.6131687243,2057.6131687243,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,1,0,1,0,229,33088,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,
53,100637,2,2,94,206,47,47,47.0,0.0,103,103,103.0,0.0,2981,39,33545.6666666667,58099.3349474272,100633,1,3,3.0,0.0,3,3,1,1.0,0.0,1,1,0,0,0,0,64,64,19.8734064012,19.8734064012,47,103,69.4,30.6724632203,940.8,0,0,0,0,0,0,0,0,1,86.75,47.0,103.0,64,0,0,0,0,0,2,94,2,206,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,
53,50491,2,2,74,154,37,37,37.0,0.0,77,77,77.0,0.0,4515,79,16830.3333333333,29146.6623532324,50486,1,4,4.0,0.0,4,4,1,1.0,0.0,1,1,0,0,0,0,64,64,39.6110197857,39.6110197857,37,77,53.0,21.9089023002,480.0,0,0,0,0,0,0,0,0,1,66.25,37.0,77.0,64,0,0,0,0,0,2,74,2,154,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,
53,207,2,2,88,472,44,44,44.0,0.0,236,236,236.0,0.0,2705314,19323,69.0,114.3153532995,201,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,40,40,9661.8357487923,9661.8357487923,44,236,120.8,105.162731041,11059.2,0,0,0,0,0,0,0,0,1,151.0,44.0,236.0,40,0,0,0,0,0,2,88,2,472,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,
40754,19,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,105263,19.0,0.0,19,19,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,52631.5789473684,52631.5789473684,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,1,0,1,0,123,297,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,
4620,116,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,103448,17241,116.0,0.0,116,116,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,8620.6896551724,8620.6896551724,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,1,6,1,6,106,256,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,
53,201,2,2,144,400,72,72,72.0,0.0,200,200,200.0,0.0,2706467,19900,67.0,110.8512516844,195,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,40,40,9950.2487562189,9950.2487562189,72,200,123.2,70.1084873607,4915.2,0,0,0,0,0,0,0,0,1,154.0,72.0,200.0,40,0,0,0,0,0,2,144,2,400,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,
53,195,2,2,66,316,33,33,33.0,0.0,158,158,158.0,0.0,1958974,20512,65.0,107.3871500693,189,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,64,10256.4102564103,10256.4102564103,33,158,83.0,68.4653196881,4687.5,0,0,0,0,0,0,0,0,1,103.75,33.0,158.0,64,0,0,0,0,0,2,66,2,316,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,
53,23759,2,2,156,312,78,78,78.0,0.0,156,156,156.0,0.0,19697,168,7919.6666666667,13712.0688932536,23753,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,64,84.1786270466,84.1786270466,78,156,109.2,42.7223594854,1825.2,0,0,0,0,0,0,0,0,1,136.5,78.0,156.0,64,0,0,0,0,0,2,156,2,312,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,
53,207,2,2,78,284,39,39,39.0,0.0,142,142,142.0,0.0,1748792,19323,69.0,116.0517126112,203,1,1,1.0,0.0,1,1,3,3.0,0.0,3,3,0,0,0,0,64,64,9661.8357487923,9661.8357487923,39,142,80.2,56.415423423,3182.7,0,0,0,0,0,0,0,0,1,100.25,39.0,142.0,64,0,0,0,0,0,2,78,2,284,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,
53,202,2,2,72,146,36,36,36.0,0.0,73,73,73.0,0.0,1079207,19801,67.3333333333,111.4286019536,196,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,80,80,9900.9900990099,9900.9900990099,36,73,50.8,20.2657346277,410.7,0,0,0,0,0,0,0,0,1,63.5,36.0,73.0,80,0,0,0,0,0,2,72,2,146,-1,-1,1,40,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,
53,9065896,2,2,54,54,27,27,27.0,0.0,27,27,27.0,0.0,11,0,3021965.33333333,5234155.06085771,9065847,0,49,49.0,0.0,49,49,0,0.0,0.0,0,0,0,0,0,0,40,40,0.2206069869,0.2206069869,27,27,27.0,0.0,0.0,0,0,0,0,0,0,0,0,1,33.75,27.0,27.0,40,0,0,0,0,0,2,54,2,54,-1,-1,1,20,49.0,0.0,49,49,9065847.0,0.0,9065847,9065847,BENIGN,
53,192,2,2,82,114,41,41,41.0,0.0,57,57,57.0,0.0,1020833,20833,64.0,26.8514431642,95,48,48,48.0,0.0,48,48,49,49.0,0.0,49,49,0,0,0,0,64,64,10416.6666666667,10416.6666666667,41,57,47.4,8.7635609201,76.8,0,0,0,0,0,0,0,0,1,59.25,41.0,57.0,64,0,0,0,0,0,2,82,2,114,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,
443,35919,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,334,55,35919.0,0.0,35919,35919,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,27.8404187199,27.8404187199,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,1,6,1,6,303,64,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,
53,30741,2,2,64,96,32,32,32.0,0.0,48,48,48.0,0.0,5204,130,10247.0,17743.1284727356,30735,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,40,40,65.0596922677,65.0596922677,32,48,38.4,8.7635609201,76.8,0,0,0,0,0,0,0,0,1,48.0,32.0,48.0,40,0,0,0,0,0,2,64,2,96,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,
53,30793,2,2,62,94,31,31,31.0,0.0,47,47,47.0,0.0,5066,129,10264.3333333333,17772.2846683631,30786,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,0,0,40,40,64.9498262592,64.9498262592,31,47,37.4,8.7635609201,76.8,0,0,0,0,0,0,0,0,1,46.75,31.0,47.0,40,0,0,0,0,0,2,62,2,94,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,
53,190,2,2,90,172,45,45,45.0,0.0,86,86,86.0,0.0,1378947,21052,63.3333333333,104.5003987233,184,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,64,10526.3157894737,10526.3157894737,45,86,61.4,22.4566248577,504.3,0,0,0,0,0,0,0,0,1,76.75,45.0,86.0,64,0,0,0,0,0,2,90,2,172,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,
53,50731,2,2,64,96,32,32,32.0,0.0,48,48,48.0,0.0,3153,78,16910.3333333333,29245.39711362,50680,4,47,47.0,0.0,47,47,4,4.0,0.0,4,4,0,0,0,0,40,40,39.4236265794,39.4236265794,32,48,38.4,8.7635609201,76.8,0,0,0,0,0,0,0,0,1,48.0,32.0,48.0,40,0,0,0,0,0,2,64,2,96,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,
53,61617,2,2,60,214,30,30,30.0,0.0,107,107,107.0,0.0,4446,64,20539.0,35571.1274490984,61613,1,1,1.0,0.0,1,1,3,3.0,0.0,3,3,0,0,0,0,40,64,32.458574744,32.458574744,30,107,60.8,42.1746369279,1778.7,0,0,0,0,0,0,0,0,1,76.0,30.0,107.0,40,0,0,0,0,0,2,60,2,214,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,
53,191,2,2,68,214,34,34,34.0,0.0,107,107,107.0,0.0,1476439,20942,63.6666666667,108.5418506077,189,1,1,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0,0,0,80,80,10471.2041884817,10471.2041884817,34,107,63.2,39.9837466979,1598.7,0,0,0,0,0,0,0,0,1,79.0,34.0,107.0,80,0,0,0,0,0,2,68,2,214,-1,-1,1,40,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,
53,238,2,2,60,252,30,30,30.0,0.0,126,126,126.0,0.0,1310924,16806,79.3333333333,54.2709253038,142,48,48,48.0,0.0,48,48,48,48.0,0.0,48,48,0,0,0,0,40,40,8403.3613445378,8403.3613445378,30,126,68.4,52.5813655205,2764.8,0,0,0,0,0,0,0,0,1,85.5,30.0,126.0,40,0,0,0,0,0,2,60,2,252,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,
53,30803,2,2,90,202,45,45,45.0,0.0,101,101,101.0,0.0,9479,129,10267.6666666667,17778.0581710527,30796,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,0,0,40,40,64.9287407071,64.9287407071,45,101,67.4,30.6724632203,940.8,0,0,0,0,0,0,0,0,1,84.25,45.0,101.0,40,0,0,0,0,0,2,90,2,202,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,
53,31202,2,2,74,154,37,37,37.0,0.0,77,77,77.0,0.0,7307,128,10400.6666666667,18011.0190254004,31198,1,3,3.0,0.0,3,3,1,1.0,0.0,1,1,0,0,0,0,80,80,64.0984552272,64.0984552272,37,77,53.0,21.9089023002,480.0,0,0,0,0,0,0,0,0,1,66.25,37.0,77.0,80,0,0,0,0,0,2,74,2,154,-1,-1,1,40,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,
57046,14,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,142857,14.0,0.0,14,14,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,71428.5714285714,71428.5714285714,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,1,0,1,0,362,32832,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,
53,251,2,2,54,86,27,27,27.0,0.0,43,43,43.0,0.0,557768,15936,83.6666666667,139.7187651439,245,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,88,88,7968.1274900399,7968.1274900399,27,43,33.4,8.7635609201,76.8,0,0,0,0,0,0,0,0,1,41.75,27.0,43.0,88,0,0,0,0,0,2,54,2,86,-1,-1,1,44,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,
53,48639,2,2,56,188,28,28,28.0,0.0,94,94,94.0,0.0,5016,82,16213.0,28040.1799566265,48591,1,1,1.0,0.0,1,1,47,47.0,0.0,47,47,0,0,0,0,64,64,41.1192664323,41.1192664323,28,94,54.4,36.1496887953,1306.8,0,0,0,0,0,0,0,0,1,68.0,28.0,94.0,64,0,0,0,0,0,2,56,2,188,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,
53,58646,2,2,88,344,44,44,44.0,0.0,172,172,172.0,0.0,7366,68,19548.6666666667,33815.9904384499,58596,2,2,2.0,0.0,2,2,48,48.0,0.0,48,48,0,0,0,0,80,40,34.1029226205,34.1029226205,44,172,95.2,70.1084873607,4915.2,0,0,0,0,0,0,0,0,1,119.0,44.0,172.0,80,0,0,0,0,0,2,88,2,344,-1,-1,1,40,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,
53,181,2,2,76,332,38,38,38.0,0.0,166,166,166.0,0.0,2254143,22099,60.3333333333,99.3042463006,175,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,64,11049.7237569061,11049.7237569061,38,166,89.2,70.1084873607,4915.2,0,0,0,0,0,0,0,0,1,111.5,38.0,166.0,64,0,0,0,0,0,2,76,2,332,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,
53,180,2,2,94,196,47,47,47.0,0.0,98,98,98.0,0.0,1611111,22222,60.0,97.8621479429,173,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,64,64,11111.1111111111,11111.1111111111,47,98,67.4,27.9338504328,780.3,0,0,0,0,0,0,0,0,1,84.25,47.0,98.0,64,0,0,0,0,0,2,94,2,196,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,
443,101746,2,1,12,0,6,6,6.0,0.0,0,0,0.0,0.0,117,29,50873.0,71941.0439179194,101743,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,40,32,19.6567924046,9.8283962023,0,6,4.5,3.0,9.0,0,0,0,0,1,1,0,0,0,6.0,6.0,0.0,40,0,0,0,0,0,2,12,1,0,32850,10231,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,
53,48307,2,2,80,202,40,40,40.0,0.0,101,101,101.0,0.0,5837,82,16102.3333333333,27883.9972803996,48300,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,64,40,41.4018672242,41.4018672242,40,101,64.4,33.4110760078,1116.3,0,0,0,0,0,0,0,0,1,80.5,40.0,101.0,64,0,0,0,0,0,2,80,2,202,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,
443,3,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,4000000,666666,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,40,0,666666.666666667,0.0,6,6,6.0,0.0,0.0,1,0,0,0,0,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,2,12,0,0,0,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,
53,30737,2,2,88,200,44,44,44.0,0.0,100,100,100.0,0.0,9369,130,10245.6666666667,17739.9530533013,30730,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,40,40,65.0681588964,65.0681588964,44,100,66.4,30.6724632203,940.8,0,0,0,0,0,0,0,0,1,83.0,44.0,100.0,40,0,0,0,0,0,2,88,2,200,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,
53,62937,2,2,72,194,36,36,36.0,0.0,97,97,97.0,0.0,4226,63,20979.0,36333.2298041338,62933,1,1,1.0,0.0,1,1,3,3.0,0.0,3,3,0,0,0,0,64,64,31.7778095556,31.7778095556,36,97,60.4,33.4110760078,1116.3,0,0,0,0,0,0,0,0,1,75.5,36.0,97.0,64,0,0,0,0,0,2,72,2,194,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,
50496,125,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,96000,16000,125.0,0.0,125,125,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,8000.0,8000.0,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,1,6,1,6,60,255,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,
54962,59,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,33898,59.0,0.0,59,59,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,16949.1525423729,16949.1525423729,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,1,0,1,0,227,229,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,
53,169,2,2,66,346,33,33,33.0,0.0,173,173,173.0,0.0,2437869,23668,56.3333333333,92.3760430703,163,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,64,11834.3195266272,11834.3195266272,33,173,89.0,76.6811580507,5880.0,0,0,0,0,0,0,0,0,1,111.25,33.0,173.0,64,0,0,0,0,0,2,66,2,346,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,
443,95225,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,21,95225.0,0.0,95225,95225,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,10.5014439485,10.5014439485,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,1,0,1,0,304,254,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,
53,225,2,2,132,260,66,66,66.0,0.0,130,130,130.0,0.0,1742222,17777,75.0,88.6397202162,174,3,48,48.0,0.0,48,48,3,3.0,0.0,3,3,0,0,0,0,40,40,8888.8888888889,8888.8888888889,66,130,91.6,35.0542436803,1228.8,0,0,0,0,0,0,0,0,1,114.5,66.0,130.0,40,0,0,0,0,0,2,132,2,260,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,
389,117664552,22,13,2986,6356,1305,0,135.7272727273,379.2933507029,2910,0,488.9230769231,897.607789399,79,0,3460722.11764706,20176112.349041,117646487,1,117664460,5603069.52380952,25672372.2919949,117646487,1,117664507,9805375.58333333,33961186.0009042,117646624,2,0,0,0,0,728,408,0.1869721987,0.110483572,0,2910,259.5,627.4245999094,393661.628571429,0,0,0,1,0,0,0,0,0,266.9142857143,135.7272727273,488.9230769231,728,0,0,0,0,0,22,2986,13,6356,65535,0,10,32,17970.0,0.0,17970,17970,117646487.0,0.0,117646487,117646487,BENIGN,
443,502,3,1,18,0,6,6,6.0,0.0,0,0,0.0,0.0,35856,7968,167.3333333333,190.4109590684,376,3,502,251.0,350.7249634685,499,3,0,0.0,0.0,0,0,0,0,0,0,60,32,5976.0956175299,1992.03187251,0,6,4.8,2.683281573,7.2,1,0,0,0,0,0,0,0,0,6.0,6.0,0.0,60,0,0,0,0,0,3,18,1,0,0,972,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,
53,32957,2,2,64,96,32,32,32.0,0.0,48,48,48.0,0.0,4854,121,10985.6666666667,18985.3121210407,32908,1,48,48.0,0.0,48,48,1,1.0,0.0,1,1,0,0,0,0,64,80,60.6851351761,60.6851351761,32,48,38.4,8.7635609201,76.8,0,0,0,0,0,0,0,0,1,48.0,32.0,48.0,64,0,0,0,0,0,2,64,2,96,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,
53,232,2,2,82,254,41,41,41.0,0.0,127,127,127.0,0.0,1448275,17241,77.3333333333,50.8068236887,136,48,48,48.0,0.0,48,48,48,48.0,0.0,48,48,0,0,0,0,64,64,8620.6896551724,8620.6896551724,41,127,75.4,47.1041399454,2218.8,0,0,0,0,0,0,0,0,1,94.25,41.0,127.0,64,0,0,0,0,0,2,82,2,254,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,
53,154,2,2,80,112,40,40,40.0,0.0,56,56,56.0,0.0,1246753,25974,51.3333333333,82.85127237,147,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,0,0,40,40,12987.012987013,12987.012987013,40,56,46.4,8.7635609201,76.8,0,0,0,0,0,0,0,0,1,58.0,40.0,56.0,40,0,0,0,0,0,2,80,2,112,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,
53,291,2,2,64,96,32,32,32.0,0.0,48,48,48.0,0.0,549828,13745,97.0,84.0059521701,194,48,49,49.0,0.0,49,49,48,48.0,0.0,48,48,0,0,0,0,80,80,6872.852233677,6872.852233677,32,48,38.4,8.7635609201,76.8,0,0,0,0,0,0,0,0,1,48.0,32.0,48.0,80,0,0,0,0,0,2,64,2,96,-1,-1,1,40,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,
55922,60,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,33333,60.0,0.0,60,60,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,16666.6666666667,16666.6666666667,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,1,0,1,0,283,229,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,
80,65446,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,183,30,65446.0,0.0,65446,65446,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,15.279772637,15.279772637,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,1,6,1,6,1452,58,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,
53,91190,2,2,66,258,33,33,33.0,0.0,129,129,129.0,0.0,3553,43,30396.6666666667,52643.3748949793,91184,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,40,40,21.9322294111,21.9322294111,33,129,71.4,52.5813655205,2764.8,0,0,0,0,0,0,0,0,1,89.25,33.0,129.0,40,0,0,0,0,0,2,66,2,258,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,
53,222,2,2,94,196,47,47,47.0,0.0,98,98,98.0,0.0,1306306,18018,74.0,123.8426420907,217,2,2,2.0,0.0,2,2,3,3.0,0.0,3,3,0,0,0,0,64,64,9009.009009009,9009.009009009,47,98,67.4,27.9338504328,780.3,0,0,0,0,0,0,0,0,1,84.25,47.0,98.0,64,0,0,0,0,0,2,94,2,196,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,
53,192,2,2,70,102,35,35,35.0,0.0,51,51,51.0,0.0,895833,20833,64.0,69.3974062916,140,4,4,4.0,0.0,4,4,48,48.0,0.0,48,48,0,0,0,0,64,64,10416.6666666667,10416.6666666667,35,51,41.4,8.7635609201,76.8,0,0,0,0,0,0,0,0,1,51.75,35.0,51.0,64,0,0,0,0,0,2,70,2,102,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,
53,197,2,2,88,472,44,44,44.0,0.0,236,236,236.0,0.0,2842639,20304,65.6666666667,107.6769860896,190,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,40,40,10152.2842639594,10152.2842639594,44,236,120.8,105.162731041,11059.2,0,0,0,0,0,0,0,0,1,151.0,44.0,236.0,40,0,0,0,0,0,2,88,2,472,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,
53,60984,2,2,70,456,35,35,35.0,0.0,228,228,228.0,0.0,8625,65,20328.0,35203.0666419845,60977,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,40,64,32.7954873409,32.7954873409,35,228,112.2,105.7104535985,11174.7,0,0,0,0,0,0,0,0,1,140.25,35.0,228.0,40,0,0,0,0,0,2,70,2,456,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,
53,314,2,2,78,180,39,39,39.0,0.0,90,90,90.0,0.0,821656,12738,104.6666666667,91.1281149445,179,3,3,3.0,0.0,3,3,179,179.0,0.0,179,179,0,0,0,0,64,64,6369.4267515924,6369.4267515924,39,90,59.4,27.9338504328,780.3,0,0,0,0,0,0,0,0,1,74.25,39.0,90.0,64,0,0,0,0,0,2,78,2,180,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,
53,237,2,2,78,288,39,39,39.0,0.0,144,144,144.0,0.0,1544303,16877,79.0,97.2779522811,188,1,1,1.0,0.0,1,1,48,48.0,0.0,48,48,0,0,0,0,64,64,8438.8185654009,8438.8185654009,39,144,81.0,57.510868538,3307.5,0,0,0,0,0,0,0,0,1,101.25,39.0,144.0,64,0,0,0,0,0,2,78,2,288,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,
53,260,2,2,94,196,47,47,47.0,0.0,98,98,98.0,0.0,1115384,15384,86.6666666667,144.0497599211,253,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,64,64,7692.3076923077,7692.3076923077,47,98,67.4,27.9338504328,780.3,0,0,0,0,0,0,0,0,1,84.25,47.0,98.0,64,0,0,0,0,0,2,94,2,196,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,
